latitude,longitude,path,row,scan,track,acq_date,acq_time,satellite,confidence,daynight
35.70672,-94.210173,026,035,5518,5214,2026-04-06,1654,L8,H,D
35.706723,-94.209841,026,035,5519,5214,2026-04-06,1654,L8,H,D
35.706726,-94.209509,026,035,5520,5214,2026-04-06,1654,L8,H,D
35.706993,-94.209845,026,035,5519,5213,2026-04-06,1654,L8,M,D
35.706997,-94.209513,026,035,5520,5213,2026-04-06,1654,L8,H,D
35.709917,-95.248464,026,035,2387,5147,2026-04-06,1654,L8,L,D
35.745542,-95.419301,026,035,1875,5003,2026-04-06,1654,L8,H,D
35.745548,-95.41897,026,035,1876,5003,2026-04-06,1654,L8,H,D
35.745555,-95.418638,026,035,1877,5003,2026-04-06,1654,L8,H,D
35.745812,-95.419309,026,035,1875,5002,2026-04-06,1654,L8,H,D
35.745819,-95.418978,026,035,1876,5002,2026-04-06,1654,L8,H,D
35.745825,-95.418646,026,035,1877,5002,2026-04-06,1654,L8,H,D
35.746089,-95.418986,026,035,1876,5001,2026-04-06,1654,L8,H,D
35.746096,-95.418655,026,035,1877,5001,2026-04-06,1654,L8,H,D
35.764047,-94.951695,026,035,3286,4966,2026-04-06,1654,L8,L,D
35.764317,-94.951701,026,035,3286,4965,2026-04-06,1654,L8,H,D
35.764323,-94.95137,026,035,3287,4965,2026-04-06,1654,L8,H,D
35.764588,-94.951708,026,035,3286,4964,2026-04-06,1654,L8,H,D
35.764593,-94.951376,026,035,3287,4964,2026-04-06,1654,L8,M,D
35.764858,-94.951715,026,035,3286,4963,2026-04-06,1654,L8,H,D
35.764863,-94.951383,026,035,3287,4963,2026-04-06,1654,L8,H,D
35.767544,-94.684652,026,035,4091,4968,2026-04-06,1654,L8,H,D
35.767549,-94.68432,026,035,4092,4968,2026-04-06,1654,L8,H,D
35.767815,-94.684657,026,035,4091,4967,2026-04-06,1654,L8,H,D
35.771321,-95.824208,026,035,657,4875,2026-04-06,1654,L8,H,D
35.771329,-95.823877,026,035,658,4875,2026-04-06,1654,L8,H,D
35.788423,-94.311327,026,035,5217,4908,2026-04-06,1654,L8,H,D
35.797035,-94.624856,026,035,4273,4862,2026-04-06,1654,L8,H,D
35.79704,-94.624524,026,035,4274,4862,2026-04-06,1654,L8,H,D
35.797247,-94.460865,026,035,4767,4869,2026-04-06,1654,L8,H,D
35.797251,-94.460533,026,035,4768,4869,2026-04-06,1654,L8,H,D
35.797521,-94.460538,026,035,4768,4868,2026-04-06,1654,L8,H,D
35.79807,-94.459884,026,035,4770,4866,2026-04-06,1654,L8,H,D
35.79834,-94.459889,026,035,4770,4865,2026-04-06,1654,L8,M,D
35.810349,-94.093202,026,035,5875,4835,2026-04-06,1654,L8,H,D
35.834918,-95.016198,026,035,3097,4700,2026-04-06,1654,L8,L,D
35.835183,-95.016537,026,035,3096,4699,2026-04-06,1654,L8,H,D
35.835188,-95.016205,026,035,3097,4699,2026-04-06,1654,L8,H,D
35.835459,-95.016211,026,035,3097,4698,2026-04-06,1654,L8,L,D
35.839049,-94.715391,026,035,4003,4702,2026-04-06,1654,L8,H,D
35.839054,-94.715059,026,035,4004,4702,2026-04-06,1654,L8,H,D
35.839324,-94.715065,026,035,4004,4701,2026-04-06,1654,L8,H,D
35.84422,-95.473442,026,035,1721,4634,2026-04-06,1654,L8,L,D
35.844491,-95.47345,026,035,1721,4633,2026-04-06,1654,L8,H,D
35.846254,-95.172594,026,035,2627,4648,2026-04-06,1654,L8,L,D
35.853559,-94.212732,026,035,5517,4671,2026-04-06,1654,L8,L,D
35.863234,-95.429519,026,035,1855,4567,2026-04-06,1654,L8,H,D
35.863241,-95.429187,026,035,1856,4567,2026-04-06,1654,L8,H,D
35.863872,-94.066358,026,035,5958,4638,2026-04-06,1654,L8,H,D
35.872832,-95.52782,026,035,1560,4524,2026-04-06,1654,L8,H,D
35.8731,-95.013178,026,035,3109,4559,2026-04-06,1654,L8,L,D
35.87337,-95.013185,026,035,3109,4558,2026-04-06,1654,L8,H,D
35.879242,-95.729032,026,035,955,4484,2026-04-06,1654,L8,L,D
35.87925,-95.7287,026,035,956,4484,2026-04-06,1654,L8,H,D
35.884928,-95.680717,026,035,1101,4467,2026-04-06,1654,L8,H,D
35.885198,-95.680726,026,035,1101,4466,2026-04-06,1654,L8,H,D
35.8855,-94.004828,026,035,6144,4560,2026-04-06,1654,L8,H,D
35.889624,-94.995318,026,035,3164,4499,2026-04-06,1654,L8,H,D
35.889629,-94.994986,026,035,3165,4499,2026-04-06,1654,L8,L,D
35.889894,-94.995325,026,035,3164,4498,2026-04-06,1654,L8,H,D
35.8899,-94.994992,026,035,3165,4498,2026-04-06,1654,L8,H,D
35.890164,-94.995331,026,035,3164,4497,2026-04-06,1654,L8,H,D
35.89017,-94.994999,026,035,3165,4497,2026-04-06,1654,L8,H,D
35.901374,-95.694897,026,035,1060,4405,2026-04-06,1654,L8,H,D
35.901382,-95.694565,026,035,1061,4405,2026-04-06,1654,L8,H,D
35.901637,-95.695239,026,035,1059,4404,2026-04-06,1654,L8,H,D
35.901645,-95.694907,026,035,1060,4404,2026-04-06,1654,L8,H,D
35.901652,-95.694574,026,035,1061,4404,2026-04-06,1654,L8,H,D
35.91054,-95.116179,026,035,2802,4414,2026-04-06,1654,L8,L,D
35.910811,-95.116186,026,035,2802,4413,2026-04-06,1654,L8,H,D
35.911081,-95.116193,026,035,2802,4412,2026-04-06,1654,L8,H,D
35.914412,-95.71628,026,035,997,4355,2026-04-06,1654,L8,H,D
35.914419,-95.715948,026,035,998,4355,2026-04-06,1654,L8,H,D
35.91708,-95.800134,026,035,745,4338,2026-04-06,1654,L8,H,D
35.91739,-94.039479,026,035,6041,4441,2026-04-06,1654,L8,H,D
35.917661,-94.039483,026,035,6041,4440,2026-04-06,1654,L8,M,D
35.935456,-94.163432,026,035,5669,4370,2026-04-06,1654,L8,M,D
35.940026,-95.813246,026,035,708,4252,2026-04-06,1654,L8,L,D
35.940296,-95.813256,026,035,708,4251,2026-04-06,1654,L8,H,D
35.940304,-95.812923,026,035,709,4251,2026-04-06,1654,L8,L,D
35.941233,-94.260966,026,035,5376,4345,2026-04-06,1654,L8,M,D
35.941236,-94.260633,026,035,5377,4345,2026-04-06,1654,L8,L,D
35.947372,-95.632614,026,035,1252,4240,2026-04-06,1654,L8,H,D
35.95161,-94.277097,026,035,5328,4306,2026-04-06,1654,L8,H,D
35.951614,-94.276765,026,035,5329,4306,2026-04-06,1654,L8,H,D
35.958359,-94.199696,026,035,5561,4284,2026-04-06,1654,L8,H,D
35.963174,-93.779912,026,035,6823,4279,2026-04-06,1654,L8,H,D
35.965309,-94.600685,026,035,4356,4241,2026-04-06,1654,L8,H,D
35.968628,-94.200516,026,035,5559,4246,2026-04-06,1654,L8,M,D
35.968876,-94.425095,026,035,4884,4236,2026-04-06,1654,L8,H,D
35.96888,-94.424762,026,035,4885,4236,2026-04-06,1654,L8,H,D
35.968899,-94.20052,026,035,5559,4245,2026-04-06,1654,L8,H,D
35.969146,-94.4251,026,035,4884,4235,2026-04-06,1654,L8,H,D
35.96915,-94.424767,026,035,4885,4235,2026-04-06,1654,L8,H,D
35.969416,-94.425105,026,035,4884,4234,2026-04-06,1654,L8,M,D
35.96942,-94.424772,026,035,4885,4234,2026-04-06,1654,L8,H,D
35.970491,-95.393883,026,035,1972,4173,2026-04-06,1654,L8,H,D
35.970761,-95.393891,026,035,1972,4172,2026-04-06,1654,L8,H,D
35.971315,-95.393243,026,035,1974,4170,2026-04-06,1654,L8,L,D
35.971435,-93.876153,026,035,6534,4246,2026-04-06,1654,L8,L,D
35.971585,-95.393251,026,035,1974,4169,2026-04-06,1654,L8,H,D
35.976237,-94.196971,026,035,5570,4218,2026-04-06,1654,L8,M,D
35.976507,-94.196976,026,035,5570,4217,2026-04-06,1654,L8,H,D
35.976777,-94.19698,026,035,5570,4216,2026-04-06,1654,L8,L,D
35.988394,-94.975176,026,035,3232,4135,2026-04-06,1654,L8,H,D
35.992116,-94.120999,026,035,5799,4162,2026-04-06,1654,L8,M,D
35.992387,-94.121002,026,035,5799,4161,2026-04-06,1654,L8,H,D
35.997939,-94.647605,026,035,4217,4118,2026-04-06,1654,L8,H,D
35.997943,-94.647273,026,035,4218,4118,2026-04-06,1654,L8,L,D
35.998209,-94.647611,026,035,4217,4117,2026-04-06,1654,L8,H,D
36.021715,-94.321841,026,035,5197,4045,2026-04-06,1654,L8,H,D
36.021718,-94.321508,026,035,5198,4045,2026-04-06,1654,L8,L,D
36.030987,-95.666354,026,035,1159,3928,2026-04-06,1654,L8,H,D
36.040411,-94.523951,026,035,4591,3967,2026-04-06,1654,L8,L,D
36.057196,-95.230665,026,035,2470,3864,2026-04-06,1654,L8,H,D
36.058513,-93.914091,026,035,6423,3923,2026-04-06,1654,L8,M,D
36.071224,-94.320337,026,035,5204,3862,2026-04-06,1654,L8,H,D
36.075189,-94.304079,026,035,5253,3848,2026-04-06,1654,L8,H,D
36.075192,-94.303746,026,035,5254,3848,2026-04-06,1654,L8,L,D
36.084885,-95.710478,026,035,1032,3725,2026-04-06,1654,L8,H,D
36.084892,-95.710145,026,035,1033,3725,2026-04-06,1654,L8,H,D
36.085163,-95.710155,026,035,1033,3724,2026-04-06,1654,L8,H,D
36.091824,-95.503502,026,035,1654,3716,2026-04-06,1654,L8,H,D
36.096769,-93.898204,026,035,6472,3782,2026-04-06,1654,L8,H,D
36.097039,-93.898207,026,035,6472,3781,2026-04-06,1654,L8,H,D
36.108293,-94.216637,026,035,5517,3729,2026-04-06,1654,L8,H,D
36.109251,-93.733357,026,035,6967,3740,2026-04-06,1654,L8,H,D
36.109253,-93.733024,026,035,6968,3740,2026-04-06,1654,L8,H,D
36.109521,-93.73336,026,035,6967,3739,2026-04-06,1654,L8,H,D
36.109523,-93.733026,026,035,6968,3739,2026-04-06,1654,L8,H,D
36.110459,-94.216337,026,035,5518,3721,2026-04-06,1654,L8,L,D
36.110463,-94.216004,026,035,5519,3721,2026-04-06,1654,L8,H,D
36.121267,-94.985833,026,035,3210,3643,2026-04-06,1654,L8,L,D
36.127719,-95.129662,026,035,2779,3610,2026-04-06,1654,L8,H,D
36.127989,-95.12967,026,035,2779,3609,2026-04-06,1654,L8,H,D
36.134158,-94.466752,026,035,4768,3623,2026-04-06,1654,L8,H,D
36.134163,-94.466418,026,035,4769,3623,2026-04-06,1654,L8,H,D
36.134429,-94.466757,026,035,4768,3622,2026-04-06,1654,L8,L,D
36.134433,-94.466423,026,035,4769,3622,2026-04-06,1654,L8,L,D
36.142042,-94.782646,026,035,3821,3578,2026-04-06,1654,L8,H,D
36.164926,-94.122454,026,035,5802,3523,2026-04-06,1654,L8,H,D
36.164929,-94.12212,026,035,5803,3523,2026-04-06,1654,L8,H,D
36.1652,-94.122124,026,035,5803,3522,2026-04-06,1654,L8,L,D
36.166234,-94.127142,026,035,5788,3518,2026-04-06,1654,L8,H,D
36.168853,-94.295956,026,035,5282,3502,2026-04-06,1654,L8,L,D
36.171698,-95.180212,026,035,2631,3444,2026-04-06,1654,L8,H,D
36.171704,-95.179879,026,035,2632,3444,2026-04-06,1654,L8,M,D
36.171763,-94.443436,026,035,4840,3485,2026-04-06,1654,L8,L,D
36.171968,-95.18022,026,035,2631,3443,2026-04-06,1654,L8,H,D
36.171974,-95.179886,026,035,2632,3443,2026-04-06,1654,L8,M,D
36.172034,-94.443441,026,035,4840,3484,2026-04-06,1654,L8,L,D
36.17531,-95.03656,026,035,3062,3440,2026-04-06,1654,L8,M,D
36.17989,-95.729758,026,035,984,3372,2026-04-06,1654,L8,H,D
36.180161,-95.729767,026,035,984,3371,2026-04-06,1654,L8,H,D
36.18673,-95.126256,026,035,2794,3392,2026-04-06,1654,L8,H,D
36.186736,-95.125922,026,035,2795,3392,2026-04-06,1654,L8,H,D
36.189621,-94.690646,026,035,4100,3407,2026-04-06,1654,L8,L,D
36.191305,-94.566906,026,035,4471,3407,2026-04-06,1654,L8,L,D
36.193419,-95.190155,026,035,2603,3363,2026-04-06,1654,L8,H,D
36.20129,-94.322185,026,035,5205,3381,2026-04-06,1654,L8,L,D
36.206393,-95.205198,026,035,2559,3314,2026-04-06,1654,L8,L,D
36.206663,-95.205206,026,035,2559,3313,2026-04-06,1654,L8,M,D
36.206933,-95.205213,026,035,2559,3312,2026-04-06,1654,L8,H,D
36.207198,-95.205554,026,035,2558,3311,2026-04-06,1654,L8,H,D
36.207204,-95.205221,026,035,2559,3311,2026-04-06,1654,L8,H,D
36.208346,-95.201916,026,035,2569,3307,2026-04-06,1654,L8,L,D
36.208352,-95.201583,026,035,2570,3307,2026-04-06,1654,L8,H,D
36.208616,-95.201924,026,035,2569,3306,2026-04-06,1654,L8,H,D
36.208623,-95.20159,026,035,2570,3306,2026-04-06,1654,L8,H,D
36.245356,-94.222097,026,035,5507,3222,2026-04-06,1654,L8,L,D
36.253614,-94.207867,026,035,5550,3192,2026-04-06,1654,L8,H,D
36.253617,-94.207533,026,035,5551,3192,2026-04-06,1654,L8,H,D
36.253884,-94.207871,026,035,5550,3191,2026-04-06,1654,L8,H,D
36.253888,-94.207537,026,035,5551,3191,2026-04-06,1654,L8,L,D
36.258149,-94.542529,026,035,4548,3161,2026-04-06,1654,L8,L,D
36.258154,-94.542195,026,035,4549,3161,2026-04-06,1654,L8,L,D
36.259517,-94.157867,026,035,5700,3172,2026-04-06,1654,L8,H,D
36.259788,-94.157871,026,035,5700,3171,2026-04-06,1654,L8,H,D
36.259975,-94.744252,026,035,3944,3144,2026-04-06,1654,L8,L,D
36.260245,-94.744258,026,035,3944,3143,2026-04-06,1654,L8,H,D
36.261373,-94.849133,026,035,3630,3133,2026-04-06,1654,L8,M,D
36.261379,-94.848799,026,035,3631,3133,2026-04-06,1654,L8,H,D
36.261384,-94.848465,026,035,3632,3133,2026-04-06,1654,L8,M,D
36.265397,-93.803613,026,035,6761,3161,2026-04-06,1654,L8,H,D
36.267005,-95.618602,026,035,1326,3059,2026-04-06,1654,L8,L,D
36.2799,-95.307789,026,035,2258,3035,2026-04-06,1654,L8,L,D
36.28017,-95.307797,026,035,2258,3034,2026-04-06,1654,L8,L,D
36.281197,-95.721596,026,035,1019,2998,2026-04-06,1654,L8,L,D
36.281467,-95.721605,026,035,1019,2997,2026-04-06,1654,L8,H,D
36.281646,-95.725619,026,035,1007,2996,2026-04-06,1654,L8,H,D
36.291854,-95.656505,026,035,1215,2964,2026-04-06,1654,L8,H,D
36.292124,-95.656514,026,035,1215,2963,2026-04-06,1654,L8,H,D
36.295991,-94.189143,026,035,5608,3036,2026-04-06,1654,L8,L,D
36.299664,-95.583953,026,035,1433,2941,2026-04-06,1654,L8,H,D
36.299934,-95.583962,026,035,1433,2940,2026-04-06,1654,L8,L,D
36.30701,-94.441248,026,035,4854,2985,2026-04-06,1654,L8,M,D
36.308479,-94.128518,026,035,5790,2992,2026-04-06,1654,L8,L,D
36.313433,-93.964176,026,035,6282,2979,2026-04-06,1654,L8,H,D
36.318165,-94.044775,026,035,6041,2959,2026-04-06,1654,L8,H,D
36.319952,-95.176316,026,035,2655,2896,2026-04-06,1654,L8,L,D
36.322332,-94.556492,026,035,4510,2923,2026-04-06,1654,L8,L,D
36.324175,-95.649918,026,035,1238,2845,2026-04-06,1654,L8,H,D
36.324991,-95.044125,026,035,3051,2886,2026-04-06,1654,L8,H,D
36.32511,-94.170869,026,035,5664,2929,2026-04-06,1654,L8,H,D
36.32538,-94.170873,026,035,5664,2928,2026-04-06,1654,L8,L,D
36.325497,-95.046144,026,035,3045,2884,2026-04-06,1654,L8,H,D
36.325779,-95.045483,026,035,3047,2883,2026-04-06,1654,L8,L,D
36.326049,-95.04549,026,035,3047,2882,2026-04-06,1654,L8,H,D
36.346208,-95.53168,026,035,1594,2773,2026-04-06,1654,L8,L,D
36.346453,-95.669389,026,035,1182,2761,2026-04-06,1654,L8,H,D
36.360465,-94.231919,026,035,5483,2796,2026-04-06,1654,L8,L,D
36.360735,-94.231923,026,035,5483,2795,2026-04-06,1654,L8,H,D
36.360739,-94.231589,026,035,5484,2795,2026-04-06,1654,L8,L,D
36.366577,-94.342364,026,035,5153,2769,2026-04-06,1654,L8,L,D
36.370453,-94.152487,026,035,5721,2762,2026-04-06,1654,L8,H,D
36.370723,-94.152491,026,035,5721,2761,2026-04-06,1654,L8,H,D
36.371514,-93.938473,026,035,6361,2765,2026-04-06,1654,L8,M,D
36.371517,-93.938139,026,035,6362,2765,2026-04-06,1654,L8,H,D
36.371785,-93.938477,026,035,6361,2764,2026-04-06,1654,L8,H,D
36.371788,-93.938142,026,035,6362,2764,2026-04-06,1654,L8,H,D
36.372055,-93.93848,026,035,6361,2763,2026-04-06,1654,L8,H,D
36.372058,-93.938145,026,035,6362,2763,2026-04-06,1654,L8,H,D
36.372061,-93.937811,026,035,6363,2763,2026-04-06,1654,L8,H,D
36.378375,-94.375007,026,035,5056,2724,2026-04-06,1654,L8,H,D
36.378646,-94.375012,026,035,5056,2723,2026-04-06,1654,L8,H,D
36.380635,-94.293776,026,035,5299,2719,2026-04-06,1654,L8,L,D
36.385469,-93.76404,026,035,6883,2718,2026-04-06,1654,L8,H,D
36.387265,-94.533369,026,035,4583,2684,2026-04-06,1654,L8,H,D
36.387995,-95.649408,026,035,1246,2609,2026-04-06,1654,L8,L,D
36.389096,-94.235381,026,035,5474,2690,2026-04-06,1654,L8,H,D
36.3891,-94.235047,026,035,5475,2690,2026-04-06,1654,L8,L,D
36.38932,-95.674868,026,035,1170,2602,2026-04-06,1654,L8,H,D
36.389328,-95.674534,026,035,1171,2602,2026-04-06,1654,L8,H,D
36.389335,-95.6742,026,035,1172,2602,2026-04-06,1654,L8,H,D
36.389367,-94.235385,026,035,5474,2689,2026-04-06,1654,L8,H,D
36.389598,-95.674543,026,035,1171,2601,2026-04-06,1654,L8,H,D
36.389605,-95.674209,026,035,1172,2601,2026-04-06,1654,L8,H,D
36.389613,-95.673875,026,035,1173,2601,2026-04-06,1654,L8,M,D
36.390722,-94.235072,026,035,5475,2684,2026-04-06,1654,L8,L,D
36.390723,-95.672575,026,035,1177,2597,2026-04-06,1654,L8,L,D
36.391436,-95.676947,026,035,1164,2594,2026-04-06,1654,L8,H,D
36.392359,-95.671962,026,035,1179,2591,2026-04-06,1654,L8,L,D
36.393125,-95.673995,026,035,1173,2588,2026-04-06,1654,L8,H,D
36.393132,-95.673661,026,035,1174,2588,2026-04-06,1654,L8,M,D
36.400947,-93.977969,026,035,6244,2655,2026-04-06,1654,L8,L,D
36.401217,-93.977973,026,035,6244,2654,2026-04-06,1654,L8,H,D
36.40122,-93.977638,026,035,6245,2654,2026-04-06,1654,L8,H,D
36.403024,-94.688233,026,035,4121,2618,2026-04-06,1654,L8,L,D
36.403028,-94.687899,026,035,4122,2618,2026-04-06,1654,L8,L,D
36.406989,-94.257076,026,035,5410,2623,2026-04-06,1654,L8,H,D
36.407161,-95.381461,026,035,2049,2559,2026-04-06,1654,L8,H,D
36.407168,-95.381126,026,035,2050,2559,2026-04-06,1654,L8,H,D
36.407175,-95.380792,026,035,2051,2559,2026-04-06,1654,L8,H,D
36.407431,-95.381469,026,035,2049,2558,2026-04-06,1654,L8,H,D
36.407438,-95.381135,026,035,2050,2558,2026-04-06,1654,L8,H,D
36.407445,-95.3808,026,035,2051,2558,2026-04-06,1654,L8,L,D
36.407708,-95.381143,026,035,2050,2557,2026-04-06,1654,L8,L,D
36.407776,-94.259431,026,035,5403,2620,2026-04-06,1654,L8,L,D
36.414605,-93.775367,026,035,6850,2610,2026-04-06,1654,L8,H,D
36.417661,-94.392095,026,035,5007,2578,2026-04-06,1654,L8,H,D
36.417665,-94.391761,026,035,5008,2578,2026-04-06,1654,L8,H,D
36.417935,-94.391766,026,035,5008,2577,2026-04-06,1654,L8,H,D
36.420711,-94.184684,026,035,5627,2575,2026-04-06,1654,L8,M,D
36.436119,-94.602269,026,035,4380,2500,2026-04-06,1654,L8,H,D
36.449281,-94.297928,026,035,5290,2465,2026-04-06,1654,L8,L,D
36.453936,-93.616402,026,034,5986,7738,2026-04-06,1654,L8,L,D
36.453936,-93.616402,026,035,7326,2468,2026-04-06,1654,L8,L,D
36.454017,-94.578201,026,035,4453,2435,2026-04-06,1654,L8,H,D
36.454022,-94.577866,026,035,4454,2435,2026-04-06,1654,L8,H,D
36.454288,-94.578206,026,035,4453,2434,2026-04-06,1654,L8,H,D
36.454292,-94.577871,026,035,4454,2434,2026-04-06,1654,L8,H,D
36.464161,-94.461226,026,035,4803,2403,2026-04-06,1654,L8,H,D
36.464431,-94.461231,026,035,4803,2402,2026-04-06,1654,L8,H,D
36.465479,-93.923198,026,035,6410,2418,2026-04-06,1654,L8,H,D
36.465482,-93.922863,026,035,6411,2418,2026-04-06,1654,L8,H,D
36.465747,-93.923536,026,035,6409,2417,2026-04-06,1654,L8,H,D
36.46575,-93.923201,026,035,6410,2417,2026-04-06,1654,L8,H,D
36.465752,-93.922867,026,035,6411,2417,2026-04-06,1654,L8,H,D
36.466015,-93.923874,026,035,6408,2416,2026-04-06,1654,L8,M,D
36.466018,-93.923539,026,035,6409,2416,2026-04-06,1654,L8,H,D
36.46602,-93.923205,026,035,6410,2416,2026-04-06,1654,L8,H,D
36.466023,-93.92287,026,035,6411,2416,2026-04-06,1654,L8,H,D
36.466033,-93.921531,026,035,6415,2416,2026-04-06,1654,L8,H,D
36.466036,-93.921196,026,035,6416,2416,2026-04-06,1654,L8,H,D
36.466288,-93.923543,026,035,6409,2415,2026-04-06,1654,L8,H,D
36.466291,-93.923208,026,035,6410,2415,2026-04-06,1654,L8,M,D
36.466293,-93.922873,026,035,6411,2415,2026-04-06,1654,L8,H,D
36.466303,-93.921534,026,035,6415,2415,2026-04-06,1654,L8,H,D
36.466306,-93.921199,026,035,6416,2415,2026-04-06,1654,L8,H,D
36.466558,-93.923546,026,035,6409,2414,2026-04-06,1654,L8,M,D
36.466561,-93.923211,026,035,6410,2414,2026-04-06,1654,L8,H,D
36.466564,-93.922876,026,035,6411,2414,2026-04-06,1654,L8,H,D
36.466566,-93.922541,026,035,6412,2414,2026-04-06,1654,L8,H,D
36.466569,-93.922207,026,035,6413,2414,2026-04-06,1654,L8,H,D
36.466571,-93.921872,026,035,6414,2414,2026-04-06,1654,L8,M,D
36.466574,-93.921537,026,035,6415,2414,2026-04-06,1654,L8,H,D
36.466576,-93.921202,026,035,6416,2414,2026-04-06,1654,L8,H,D
36.466831,-93.923214,026,035,6410,2413,2026-04-06,1654,L8,L,D
36.466834,-93.922879,026,035,6411,2413,2026-04-06,1654,L8,L,D
36.466837,-93.922545,026,035,6412,2413,2026-04-06,1654,L8,L,D
36.467362,-93.92456,026,035,6406,2411,2026-04-06,1654,L8,M,D
36.467364,-93.924225,026,035,6407,2411,2026-04-06,1654,L8,M,D
36.4679,-93.924901,026,035,6405,2409,2026-04-06,1654,L8,L,D
36.468441,-93.924907,026,035,6405,2407,2026-04-06,1654,L8,M,D
36.468444,-93.924573,026,035,6406,2407,2026-04-06,1654,L8,H,D
36.468711,-93.924911,026,035,6405,2406,2026-04-06,1654,L8,M,D
36.468714,-93.924576,026,035,6406,2406,2026-04-06,1654,L8,H,D
36.468717,-93.924241,026,035,6407,2406,2026-04-06,1654,L8,L,D
36.468984,-93.924579,026,035,6406,2405,2026-04-06,1654,L8,H,D
36.468987,-93.924244,026,035,6407,2405,2026-04-06,1654,L8,M,D
36.469255,-93.924582,026,035,6406,2404,2026-04-06,1654,L8,H,D
36.469257,-93.924247,026,035,6407,2404,2026-04-06,1654,L8,M,D
36.469528,-93.924251,026,035,6407,2403,2026-04-06,1654,L8,L,D
36.469898,-95.512935,026,035,1662,2317,2026-04-06,1654,L8,H,D
36.470857,-93.92728,026,035,6398,2398,2026-04-06,1654,L8,L,D
36.47087,-93.925606,026,035,6403,2398,2026-04-06,1654,L8,M,D
36.471132,-93.926614,026,035,6400,2397,2026-04-06,1654,L8,M,D
36.471135,-93.926279,026,035,6401,2397,2026-04-06,1654,L8,M,D
36.477976,-94.545201,026,035,4553,2348,2026-04-06,1654,L8,H,D
36.477981,-94.544866,026,035,4554,2348,2026-04-06,1654,L8,L,D
36.478247,-94.545206,026,035,4553,2347,2026-04-06,1654,L8,H,D
36.487406,-95.018248,026,035,3141,2287,2026-04-06,1654,L8,L,D
36.489387,-94.041377,026,035,6058,2326,2026-04-06,1654,L8,L,D
36.48939,-94.041042,026,035,6059,2326,2026-04-06,1654,L8,H,D
36.489661,-94.041045,026,035,6059,2325,2026-04-06,1654,L8,H,D
36.495446,-93.819382,026,034,5381,7580,2026-04-06,1654,L8,M,D
36.495446,-93.819382,026,035,6721,2310,2026-04-06,1654,L8,M,D
36.495448,-93.819047,026,035,6722,2310,2026-04-06,1654,L8,L,D
36.495448,-93.819047,026,034,5382,7580,2026-04-06,1654,L8,M,D
36.496124,-95.434751,026,035,1898,2226,2026-04-06,1654,L8,H,D
36.496395,-95.434759,026,035,1898,2225,2026-04-06,1654,L8,H,D
36.497684,-93.767485,026,035,6876,2303,2026-04-06,1654,L8,H,D
36.497684,-93.767485,026,034,5536,7573,2026-04-06,1654,L8,H,D
36.497954,-93.767488,026,034,5536,7572,2026-04-06,1654,L8,L,D
36.497954,-93.767488,026,035,6876,2302,2026-04-06,1654,L8,L,D
36.506692,-94.810737,026,035,3762,2228,2026-04-06,1654,L8,L,D
36.50676,-95.103158,026,035,2889,2210,2026-04-06,1654,L8,H,D
36.507007,-95.104505,026,035,2885,2209,2026-04-06,1654,L8,L,D
36.507031,-95.103166,026,035,2889,2209,2026-04-06,1654,L8,L,D
36.507277,-95.104512,026,035,2885,2208,2026-04-06,1654,L8,H,D
36.507283,-95.104177,026,035,2886,2208,2026-04-06,1654,L8,H,D
36.518986,-93.689291,026,034,5770,7496,2026-04-06,1654,L8,H,D
36.518986,-93.689291,026,035,7110,2226,2026-04-06,1654,L8,H,D
36.518988,-93.688956,026,034,5771,7496,2026-04-06,1654,L8,H,D
36.518988,-93.688956,026,035,7111,2226,2026-04-06,1654,L8,H,D
36.519256,-93.689293,026,035,7110,2225,2026-04-06,1654,L8,H,D
36.519256,-93.689293,026,034,5770,7495,2026-04-06,1654,L8,H,D
36.519258,-93.688958,026,035,7111,2225,2026-04-06,1654,L8,H,D
36.519258,-93.688958,026,034,5771,7495,2026-04-06,1654,L8,H,D
36.527858,-95.645798,026,035,1271,2092,2026-04-06,1654,L8,H,D
36.527865,-95.645463,026,035,1272,2092,2026-04-06,1654,L8,L,D
36.528371,-94.639353,026,035,4275,2157,2026-04-06,1654,L8,L,D
36.533141,-94.831793,026,035,3701,2129,2026-04-06,1654,L8,H,D
36.533146,-94.831458,026,035,3702,2129,2026-04-06,1654,L8,H,D
36.533411,-94.8318,026,035,3701,2128,2026-04-06,1654,L8,H,D
36.543516,-94.261294,026,035,5404,2118,2026-04-06,1654,L8,M,D
36.543519,-94.260959,026,035,5405,2118,2026-04-06,1654,L8,H,D
36.547844,-94.639094,026,035,4277,2085,2026-04-06,1654,L8,H,D
36.55288,-94.81416,026,035,3755,2057,2026-04-06,1654,L8,M,D
36.553243,-95.058167,026,035,3027,2041,2026-04-06,1654,L8,H,D
36.554136,-93.642338,026,034,5911,7367,2026-04-06,1654,L8,L,D
36.554136,-93.642338,026,035,7251,2097,2026-04-06,1654,L8,L,D
36.554334,-93.972524,026,034,4926,7358,2026-04-06,1654,L8,H,D
36.554334,-93.972524,026,035,6266,2088,2026-04-06,1654,L8,H,D
36.554604,-93.972528,026,035,6266,2087,2026-04-06,1654,L8,L,D
36.554604,-93.972528,026,034,4926,7357,2026-04-06,1654,L8,L,D
36.55539,-94.929854,026,035,3410,2041,2026-04-06,1654,L8,H,D
